idx,question,answer,type,level,gold_idx,gold_titles,answer_aliases
5ae207a65542994d89d5b317,"In which genus number of species are more, Lavatera or Oplismenus?",Oplismenus,comparison,hard,"hotpotqa_5ae207a65542994d89d5b317_6,hotpotqa_5ae207a65542994d89d5b317_0","[""Lavatera"", ""Oplismenus""]",[]
5a75383a5542996c70cfaeb3,"Who was born first, Ulf Merbold or Mirosław Hermaszewski?",Ulf Dietrich Merbold,comparison,hard,"hotpotqa_5a75383a5542996c70cfaeb3_6,hotpotqa_5a75383a5542996c70cfaeb3_3","[""Ulf Merbold"", ""Miros\u0142aw Hermaszewski""]",[]
5ae3fd2c5542995dadf2428f,Are Ian Brown and Dee Snider both actors?,no,comparison,hard,"hotpotqa_5ae3fd2c5542995dadf2428f_3,hotpotqa_5ae3fd2c5542995dadf2428f_5","[""Ian Brown"", ""Dee Snider""]",[]
5abffd10554299012d1db556,What Italian region does Slinzega come from?,Lombardy,bridge,hard,"hotpotqa_5abffd10554299012d1db556_1,hotpotqa_5abffd10554299012d1db556_0","[""Slinzega"", ""Bresaola""]",[]
5a8f812755429918e830d245,"What was Robert M. Fomon's connection to the New York Stock Exchange located at 11 Wall Street, Lower Manhattan, New York City, New York?",a governor,bridge,hard,"hotpotqa_5a8f812755429918e830d245_2,hotpotqa_5a8f812755429918e830d245_5","[""Robert M. Fomon"", ""New York Stock Exchange""]",[]
5ae520315542993aec5ec152,"Liz Rose has co-written songs with which artist including ""White Horse"" and ""You Belong with Me""?",Taylor Swift,bridge,hard,"hotpotqa_5ae520315542993aec5ec152_3,hotpotqa_5ae520315542993aec5ec152_4","[""Liz Rose"", ""You Belong with Me""]",[]
5a7631cd5542994ccc91870c,Where is the seminar Jeanne Marie Beaumont directed in 2007-2010 located?,"Franconia, New Hampshire",bridge,hard,"hotpotqa_5a7631cd5542994ccc91870c_7,hotpotqa_5a7631cd5542994ccc91870c_0","[""Jeanne Marie Beaumont"", ""The Frost Place""]",[]
5ac26eed55429951e9e685bf,where is the  a county where  Purcell can be found located ,the U.S. state of Kansas,bridge,hard,"hotpotqa_5ac26eed55429951e9e685bf_8,hotpotqa_5ac26eed55429951e9e685bf_0","[""Purcell, Kansas"", ""Doniphan County, Kansas""]",[]
5a7e37095542995ed0d166d5,"Which film director is younger, Robert Z. Leonard or Sinclair Hill?",Sinclair Hill,comparison,hard,"hotpotqa_5a7e37095542995ed0d166d5_3,hotpotqa_5a7e37095542995ed0d166d5_9","[""Robert Z. Leonard"", ""Sinclair Hill""]",[]
5adf72d35542992d7e9f9369,Are William Kronick and Jon Turteltaub both television writers ?,no,comparison,hard,"hotpotqa_5adf72d35542992d7e9f9369_0,hotpotqa_5adf72d35542992d7e9f9369_1","[""William Kronick"", ""Jon Turteltaub""]",[]
5a876b265542993e715abf33,Who was a more acclaimed guitarist Stephen Christian or Joe Gooch?,and lead guitarist,comparison,hard,"hotpotqa_5a876b265542993e715abf33_8,hotpotqa_5a876b265542993e715abf33_0","[""Stephen Christian"", ""Joe Gooch""]",[]
5a77ddb855429967ab1052d8,"The True Colors World Tour was by what artist whose debut album was ""She's So Unusual""?","Cynthia Ann Stephanie ""Cyndi"" Lauper",bridge,hard,"hotpotqa_5a77ddb855429967ab1052d8_4,hotpotqa_5a77ddb855429967ab1052d8_0","[""True Colors World Tour"", ""Cyndi Lauper""]",[]
5adcc3ed5542994d58a2f6c4,"What group did Carlene LeFevre and Rich LeFevre form in Brooklyn, New York City?","the ""First Family of Competitive Eating""",bridge,hard,"hotpotqa_5adcc3ed5542994d58a2f6c4_1,hotpotqa_5adcc3ed5542994d58a2f6c4_9","[""Carlene LeFevre"", ""Nathan's Hot Dog Eating Contest""]",[]
5a76f5b155429972597f1400,What American composer born in 1937 pioneered minimal music?,Philip Morris Glass,bridge,hard,"hotpotqa_5a76f5b155429972597f1400_1,hotpotqa_5a76f5b155429972597f1400_7","[""Steve Reich"", ""Philip Glass""]",[]
5ae2c696554299495565db32,"What political office was held by two successive occupants of the same castle located in Lauderdale, Scotland?",Keeper of the Privy Seal of Scotland,bridge,hard,"hotpotqa_5ae2c696554299495565db32_9,hotpotqa_5ae2c696554299495565db32_5","[""Richard Maitland"", ""Thirlestane Castle""]",[]
5a875154554299211dda2be7,Who founded the honky tonk that is at the center  of John Travolta's  third major acting role?,Mickey Gilley,bridge,hard,"hotpotqa_5a875154554299211dda2be7_6,hotpotqa_5a875154554299211dda2be7_0","[""Urban Cowboy"", ""Gilley's Club""]",[]
5a84cf175542992a431d1aa2,"Which band has more constant members, Lilys or Ratatat?",Ratatat,comparison,hard,"hotpotqa_5a84cf175542992a431d1aa2_9,hotpotqa_5a84cf175542992a431d1aa2_2","[""Lilys"", ""Ratatat""]",[]
5ae675245542991bbc9760dc,What is the name of the father of Childericus?,Merovech,bridge,hard,"hotpotqa_5ae675245542991bbc9760dc_7,hotpotqa_5ae675245542991bbc9760dc_9","[""Childeric I"", ""Merovingian dynasty""]",[]
5a80b0565542996402f6a5f0,"Which band was formed first, Lit or Adorable?",Adorable,comparison,hard,"hotpotqa_5a80b0565542996402f6a5f0_8,hotpotqa_5a80b0565542996402f6a5f0_1","[""Lit (band)"", ""Adorable (band)""]",[]
5adde3a45542997545bbbdc2,Are both Delmer Daves and Jean-Pierre Jeunet film directors?,yes,comparison,hard,"hotpotqa_5adde3a45542997545bbbdc2_2,hotpotqa_5adde3a45542997545bbbdc2_0","[""Delmer Daves"", ""Jean-Pierre Jeunet""]",[]
5ac26b7f55429951e9e685ae,who influenced the electronic dance music who  made  Scotch Hausen album,hardcore,bridge,hard,"hotpotqa_5ac26b7f55429951e9e685ae_5,hotpotqa_5ac26b7f55429951e9e685ae_8","[""Scotchausen"", ""Breakcore""]",[]
5adf39295542992d7e9f92df,"Which genus has more species, Apium or Elodea?",Apium,comparison,hard,"hotpotqa_5adf39295542992d7e9f92df_3,hotpotqa_5adf39295542992d7e9f92df_5","[""Apium"", ""Elodea""]",[]
5abc19705542993a06baf86e,Black Book starred the actress and writer of what heritage?,Dutch,bridge,hard,"hotpotqa_5abc19705542993a06baf86e_6,hotpotqa_5abc19705542993a06baf86e_8","[""Black Book (film)"", ""Halina Reijn""]",[]
5ae6914755429908198fa627,Brian Olsen was the lst WEC heavyweight champion before the promotion company founded in what month purchased the organization?,January 2001,bridge,hard,"hotpotqa_5ae6914755429908198fa627_9,hotpotqa_5ae6914755429908198fa627_7","[""Brian Olsen"", ""Zuffa""]",[]
5adc9b7a5542994d58a2f679,Shani Gandi has worked with Kelsea Ballerini in what country?,American,bridge,hard,"hotpotqa_5adc9b7a5542994d58a2f679_3,hotpotqa_5adc9b7a5542994d58a2f679_9","[""Shani Gandhi"", ""Kelsea Ballerini""]",[]
5a721dfd55429971e9dc928b,Which of Kylian Hazard's older brothers plays for the German Bundesliga club Borussia Mönchengladbach and the Belgium national team.,Thorgan Ganael Francis Hazard,bridge,hard,"hotpotqa_5a721dfd55429971e9dc928b_0,hotpotqa_5a721dfd55429971e9dc928b_5","[""Kylian Hazard"", ""Thorgan Hazard""]",[]
5a8b50475542997f31a41cd4,"Wing Chun starred Michelle Yeoh and a Hong Kong actor, martial artist, and film director who won what tournament multiple times?",world wushu tournament,bridge,hard,"hotpotqa_5a8b50475542997f31a41cd4_6,hotpotqa_5a8b50475542997f31a41cd4_1","[""Wing Chun (film)"", ""Donnie Yen""]",[]
5a860aa6554299211dda2a45,"Which publication publishes more frequently, Utne Reader or The New York Enterprise Report?",The New York Enterprise Report,comparison,hard,"hotpotqa_5a860aa6554299211dda2a45_0,hotpotqa_5a860aa6554299211dda2a45_5","[""Utne Reader"", ""The New York Enterprise Report""]",[]
5ae4585c5542996836b02c89,Which band has more members Band of Skulls or Live ?,Live,comparison,hard,"hotpotqa_5ae4585c5542996836b02c89_2,hotpotqa_5ae4585c5542996836b02c89_7","[""Band of Skulls"", ""Live (band)""]",[]
5adfcb5455429906c02daa48,"What character in ""Father Ted"" was played by an actor who starred in Death in Paradise?",Father Dougal McGuire,bridge,hard,"hotpotqa_5adfcb5455429906c02daa48_3,hotpotqa_5adfcb5455429906c02daa48_8","[""Death in Paradise (TV series)"", ""Ardal O'Hanlon""]",[]
5a77a41a5542997042120ab9,What year did Christopher Nolan's magic-themed drama come out?,2006,bridge,hard,"hotpotqa_5a77a41a5542997042120ab9_6,hotpotqa_5a77a41a5542997042120ab9_8","[""Hugh Jackman"", ""The Prestige (film)""]",[]
5a8759395542994775f607e0,Who is older between the brothers that J. Todd Anderson has primarily worked with?,Joel David Coen,bridge,hard,"hotpotqa_5a8759395542994775f607e0_2,hotpotqa_5a8759395542994775f607e0_1","[""J. Todd Anderson"", ""Coen brothers""]",[]
5a84992e5542992a431d1a6d,Who owns the hotel where the 13th Anniversary Show took place?,Boyd Gaming,bridge,hard,"hotpotqa_5a84992e5542992a431d1a6d_9,hotpotqa_5a84992e5542992a431d1a6d_0","[""ROH 13th Anniversary Show"", ""The Orleans""]",[]
5ac1bce45542994ab5c67def,Are Pothos and Tibouchina Aubl both flowering genus of plants?,yes,comparison,hard,"hotpotqa_5ac1bce45542994ab5c67def_1,hotpotqa_5ac1bce45542994ab5c67def_4","[""Pothos (genus)"", ""Tibouchina""]",[]
5ac0641f554299294b218fbe,Immanuel Lutheran School is affiliated with the denomination that has how many members?,2.1 million,bridge,hard,"hotpotqa_5ac0641f554299294b218fbe_7,hotpotqa_5ac0641f554299294b218fbe_4","[""Immanuel Lutheran School (Perryville, Missouri)"", ""Lutheran Church\u2013Missouri Synod""]",[]
5a87954f5542996e4f308856,"Which genus has more species, Bactris and Epigaea?",Bactris,comparison,hard,"hotpotqa_5a87954f5542996e4f308856_1,hotpotqa_5a87954f5542996e4f308856_0","[""Bactris"", ""Epigaea""]",[]
5a8bc03d5542996e8ac88a0b,What was the code name of The landing barge primarily used to provide hot meals to the landing crew?,Operation Neptune,bridge,hard,"hotpotqa_5a8bc03d5542996e8ac88a0b_2,hotpotqa_5a8bc03d5542996e8ac88a0b_3","[""Landing Barge, Kitchen"", ""Normandy landings""]",[]
5ab8869155429916710eb081,"Electronic Attack Squadron 138 is a type of which American carrier-based electronic warfare aircraft, a specialized version of the two-seat F/A-18F Super Hornet?",Boeing EA-18G Growler,bridge,hard,"hotpotqa_5ab8869155429916710eb081_2,hotpotqa_5ab8869155429916710eb081_0","[""VAQ-138"", ""Boeing EA-18G Growler""]",[]
5adde17f5542992200553b87,For which NBA team did the MVP of the 2013 McDonald's All-American Boys Game play?,Orlando Magic,bridge,hard,"hotpotqa_5adde17f5542992200553b87_7,hotpotqa_5adde17f5542992200553b87_0","[""2013 McDonald's All-American Boys Game"", ""Aaron Gordon""]",[]
5a776ac75542993569682d9b,"Who was elected more times, Daniel Patrick Moynihan or Dennis Kux?","Daniel Patrick ""Pat"" Moynihan",bridge,hard,"hotpotqa_5a776ac75542993569682d9b_9,hotpotqa_5a776ac75542993569682d9b_8","[""Dennis Kux"", ""Daniel Patrick Moynihan""]",[]
5ae70ed7554299572ea546a1,"Victor Varnada directed Twisted Fortune, which starred which brother of Eddie Murphy?",Charlie Murphy,bridge,hard,"hotpotqa_5ae70ed7554299572ea546a1_0,hotpotqa_5ae70ed7554299572ea546a1_1","[""Twisted Fortune"", ""Charlie Murphy""]",[]
5ae1fbf05542997f29b3c1e7,When was the American automobile club which has 2014 Trans-Am Series as the 46th running of the Sports formed? ,1944,bridge,hard,"hotpotqa_5ae1fbf05542997f29b3c1e7_7,hotpotqa_5ae1fbf05542997f29b3c1e7_6","[""2014 Trans-Am Series"", ""Sports Car Club of America""]",[]
5ac1c9a15542994ab5c67e1c,What is the population of the city in which the first edition of the South American Youth Olympic Games were held?,more than 10 million,bridge,hard,"hotpotqa_5ac1c9a15542994ab5c67e1c_4,hotpotqa_5ac1c9a15542994ab5c67e1c_5","[""South American Youth Games"", ""Lima""]",[]
5a77c8905542995d831812ce,Who constructed Auburn the Antebellum mansion and was accused of the Manhattan Well Murder?,Levi Weeks,bridge,hard,"hotpotqa_5a77c8905542995d831812ce_7,hotpotqa_5a77c8905542995d831812ce_2","[""Auburn (Natchez, Mississippi)"", ""Levi Weeks""]",[]
5a89f68f5542992e4fca84b6,"What kind of person of authority does Governor of Sheerness and Stapleton Cotton, 1st Viscount Combermere have in common?",officer,bridge,hard,"hotpotqa_5a89f68f5542992e4fca84b6_1,hotpotqa_5a89f68f5542992e4fca84b6_6","[""Governor of Sheerness"", ""Stapleton Cotton, 1st Viscount Combermere""]",[]
5a7f62405542992e7d278cf0,"What was the name of the publisher who published ""Finnegans Wake"" in 1939 by James Joyce",Teriade,bridge,hard,"hotpotqa_5a7f62405542992e7d278cf0_3,hotpotqa_5a7f62405542992e7d278cf0_0","[""Verve (1937\u201360)"", ""James Joyce""]",[]
5a7ca4485542990527d554f1,What was the address of the penitentiary where Jimmy Elliot was sentenced?,2027 Fairmount Avenue,bridge,hard,"hotpotqa_5a7ca4485542990527d554f1_7,hotpotqa_5a7ca4485542990527d554f1_2","[""Jimmy Elliott"", ""Eastern State Penitentiary""]",[]
5a8347d65542996488c2e3f6,in the 2004 Hockey film produced by a former major league baseball pitcher who played the USA coach?,Kurt Russell,bridge,hard,"hotpotqa_5a8347d65542996488c2e3f6_4,hotpotqa_5a8347d65542996488c2e3f6_6","[""Mark Ciardi"", ""Miracle (2004 film)""]",[]
5ab8634e5542990e739ec8de,"In regards to Value premium an expert argued that no value premium exisits, what did this expert found?",The Vanguard Group,bridge,hard,"hotpotqa_5ab8634e5542990e739ec8de_8,hotpotqa_5ab8634e5542990e739ec8de_4","[""Value premium"", ""John C. Bogle""]",[]
5ab85e9e55429934fafe6d8b,"What is the founding year of this public research university in the Netherlands, where Jan Borgman was a professor from 1968 to 1988?",1614,bridge,hard,"hotpotqa_5ab85e9e55429934fafe6d8b_8,hotpotqa_5ab85e9e55429934fafe6d8b_3","[""Jan Borgman"", ""University of Groningen""]",[]
5a79c9c05542994bb94570a5,"This man who was born on April 25th, 1947, was a member of this lower house of the Hawaii State Legislature.","Robert ""Bobby"" Bunda",bridge,hard,"hotpotqa_5a79c9c05542994bb94570a5_2,hotpotqa_5a79c9c05542994bb94570a5_9","[""Robert Bunda"", ""Hawaii House of Representatives""]",[]
5a8c616f5542995e66a475de,Which road borders both Pacific Mall and Splendid China Mall ?,Steeles Avenue,bridge,hard,"hotpotqa_5a8c616f5542995e66a475de_3,hotpotqa_5a8c616f5542995e66a475de_7","[""Splendid China Mall"", ""Pacific Mall""]",[]
5ab90fdd55429916710eb0fc,Wheelock Whitney is just one member of the Whitney Family. Where did this American family originate from?,"London, England",bridge,hard,"hotpotqa_5ab90fdd55429916710eb0fc_7,hotpotqa_5ab90fdd55429916710eb0fc_3","[""Wheelock Whitney"", ""Whitney family""]",[]
5abe7f695542993f32c2a12d,What is the focus of the movie in which Nolan North played the role of Superboy?,focus on young superheroes,bridge,hard,"hotpotqa_5abe7f695542993f32c2a12d_3,hotpotqa_5abe7f695542993f32c2a12d_7","[""Nolan North"", ""Young Justice (TV series)""]",[]
5abeb0da5542997ec76fd34b,Were both Monkey Kingdom and Anaganaga O Dheerudu connected with Disney?,yes,comparison,hard,"hotpotqa_5abeb0da5542997ec76fd34b_6,hotpotqa_5abeb0da5542997ec76fd34b_9","[""Monkey Kingdom"", ""Anaganaga O Dheerudu""]",[]
5a7521c55542993748c897c6,Temagami-Lorrain Mine and Burwash Mine were both mines created during the early 1900s; which one yielded a 16-ton bulk sample of gold ore in 1935?,Burwash Mine,comparison,hard,"hotpotqa_5a7521c55542993748c897c6_6,hotpotqa_5a7521c55542993748c897c6_1","[""Temagami-Lorrain Mine"", ""Burwash Mine""]",[]
5adfda5255429942ec259b5e,What county in Minnesota holds a 202 lb slab of greywacke covered in runes?,Douglas,bridge,hard,"hotpotqa_5adfda5255429942ec259b5e_8,hotpotqa_5adfda5255429942ec259b5e_4","[""Kensington, Minnesota"", ""Kensington Runestone""]",[]
5abaeda95542992ccd8e7e5d,"What is the fictional name of the mall in the movie ""Back to the Future"" which was filmed at the headquarters of EverTrust Bank?",Twin Pines/Lone Pine Mall,bridge,hard,"hotpotqa_5abaeda95542992ccd8e7e5d_0,hotpotqa_5abaeda95542992ccd8e7e5d_6","[""EverTrust Bank"", ""Puente Hills Mall""]",[]
5ae68e0055429908198fa607,Tamanchey is a comedy film that starred the actress who works in what type of films?,Hindi,bridge,hard,"hotpotqa_5ae68e0055429908198fa607_7,hotpotqa_5ae68e0055429908198fa607_2","[""Tamanchey"", ""Richa Chadda""]",[]
5a7577785542992d0ec05fa0,The Northern Chamber Orchestra gives concerts at what estate owned by the National Trust?,Tatton Park,bridge,hard,"hotpotqa_5a7577785542992d0ec05fa0_8,hotpotqa_5a7577785542992d0ec05fa0_4","[""Northern Chamber Orchestra"", ""Tatton Park""]",[]
5a7d147955429909bec76942,"Which star of ""Chalet Girl"" also appeared in ""The Treasure Seekers""?",Felicity Rose Hadley Jones,bridge,hard,"hotpotqa_5a7d147955429909bec76942_4,hotpotqa_5a7d147955429909bec76942_2","[""Chalet Girl"", ""Felicity Jones""]",[]
5a83a2a15542993344746063,"In regards to the high school that forced Manchester High School to change its name in 1922, when was its first graduating class?",June 1925,bridge,hard,"hotpotqa_5a83a2a15542993344746063_5,hotpotqa_5a83a2a15542993344746063_4","[""Manchester Central High School"", ""Manchester High School West""]",[]
5ac079e9554299294b218fff,What organization does Rosyth Dockyard and Queen Elizabeth-class aircraft carrier have in common?,Navy,bridge,hard,"hotpotqa_5ac079e9554299294b218fff_2,hotpotqa_5ac079e9554299294b218fff_4","[""Rosyth Dockyard"", ""Queen Elizabeth-class aircraft carrier""]",[]
5adca8375542990d50227cd4,"What year was the song that some critics compared to ""Fading"" released? ",2008,bridge,hard,"hotpotqa_5adca8375542990d50227cd4_8,hotpotqa_5adca8375542990d50227cd4_3","[""Fading (song)"", ""Take a Bow (Rihanna song)""]",[]
5add4f3a5542997545bbbd2c,What is another name for the LRA featured in A Brilliant Genocide?,United Holy Salvation Army and Uganda Christian Army/Movement,bridge,hard,"hotpotqa_5add4f3a5542997545bbbd2c_6,hotpotqa_5add4f3a5542997545bbbd2c_9","[""A Brilliant Genocide"", ""Lord's Resistance Army""]",[]
5ae26cb15542994d89d5b421,Charlie McDermott plays Axl Heck on a tv show that premiered in what date? ,"September 30, 2009",bridge,hard,"hotpotqa_5ae26cb15542994d89d5b421_0,hotpotqa_5ae26cb15542994d89d5b421_8","[""Charlie McDermott"", ""The Middle (TV series)""]",[]
5a73cad5554299623ed4ac5e,What Dances with the Wolves star had a role in Powwow Highway?,"Wesley ""Wes"" Studi",bridge,hard,"hotpotqa_5a73cad5554299623ed4ac5e_8,hotpotqa_5a73cad5554299623ed4ac5e_5","[""Powwow Highway"", ""Wes Studi""]",[]
5ae0d5335542990adbacf674,Who created the show that featured Triumph the Insult Comic Dog?,"Robert Smigel, Michael Koman and David Feldman",bridge,hard,"hotpotqa_5ae0d5335542990adbacf674_5,hotpotqa_5ae0d5335542990adbacf674_7","[""Triumph the Insult Comic Dog"", ""The Jack and Triumph Show""]",[]
5ab344fc55429969a97a811e,Do Bloody Mary and Sidecar share any ingredients in common?,no,comparison,hard,"hotpotqa_5ab344fc55429969a97a811e_9,hotpotqa_5ab344fc55429969a97a811e_8","[""Bloody Mary (cocktail)"", ""Sidecar (cocktail)""]",[]
5ae1319c55429920d5234301,The tap dancing soloist in My Feet Keep Dancing also starred in what 1935 MGM musical?,"""An All-Colored Vaudeville Show""",bridge,hard,"hotpotqa_5ae1319c55429920d5234301_0,hotpotqa_5ae1319c55429920d5234301_9","[""My Feet Keep Dancing"", ""Fayard Nicholas""]",[]
5abee41a5542993fe9a41d79,"What type of auto racing, performed on clay or dirt surfaced oval tracks, is run for the Australian Street Stock Championship? ",Dirt track racing,bridge,hard,"hotpotqa_5abee41a5542993fe9a41d79_2,hotpotqa_5abee41a5542993fe9a41d79_1","[""Australian Street Stock Championship"", ""Dirt track racing""]",[]
5a7daad55542995f4f4022b7,What year was the namesake of a small island in the Town of East Hampton born?,1599,bridge,hard,"hotpotqa_5a7daad55542995f4f4022b7_8,hotpotqa_5a7daad55542995f4f4022b7_2","[""Lion Gardiner"", ""Gardiners Island""]",[]
5a8ff6635542995651fb5086,Who currently has more store locations? Bearno's or Patxi's Chicago Pizza?,Bearno's Pizza,comparison,hard,"hotpotqa_5a8ff6635542995651fb5086_7,hotpotqa_5a8ff6635542995651fb5086_4","[""Bearno's"", ""Patxi's Chicago Pizza""]",[]
5ae3c0cc5542992f92d82369,"Peter Marc Jacobson is best known as the co-creator of the popular sitcom ""The Nanny"", which he created and wrote with his then wife an actress born in which year ?",1957,bridge,hard,"hotpotqa_5ae3c0cc5542992f92d82369_5,hotpotqa_5ae3c0cc5542992f92d82369_3","[""Peter Marc Jacobson"", ""Fran Drescher""]",[]
5a8485fa5542992a431d1a41,"Who was the brother of the architect of Hook and Ladder No. 4 located in Albany, NY?",Cuyler Reynolds,bridge,hard,"hotpotqa_5a8485fa5542992a431d1a41_2,hotpotqa_5a8485fa5542992a431d1a41_9","[""Hook and Ladder No. 4"", ""Marcus T. Reynolds""]",[]
5ae1389655429901ffe4ae05,Bethpage State Parkway begins with an interchange at which Long Island-based limited access highway?,Southern State Parkway,bridge,hard,"hotpotqa_5ae1389655429901ffe4ae05_6,hotpotqa_5ae1389655429901ffe4ae05_5","[""Bethpage State Parkway"", ""Southern State Parkway""]",[]
5a7b73ad5542997c3ec9718c,1990 Film Lionheart stars this actor who is best known for what type of films?,martial arts action films,bridge,hard,"hotpotqa_5a7b73ad5542997c3ec9718c_8,hotpotqa_5a7b73ad5542997c3ec9718c_2","[""Lionheart (1990 film)"", ""Jean-Claude Van Damme""]",[]
5a7a68d25542996c55b2dd98,How is the namesake of The Mountbatten Institute related to Elizabeth II?,second cousin once removed,bridge,hard,"hotpotqa_5a7a68d25542996c55b2dd98_8,hotpotqa_5a7a68d25542996c55b2dd98_9","[""Mountbatten Institute"", ""Louis Mountbatten, 1st Earl Mountbatten of Burma""]",[]
5ae2bb545542992decbdcd88,At what frequency the magazine publishes which ranked  Aditya Puri #24th in India's 50 Most powerful people of 2017 list?,fortnightly,bridge,hard,"hotpotqa_5ae2bb545542992decbdcd88_9,hotpotqa_5ae2bb545542992decbdcd88_1","[""Aditya Puri"", ""India Today""]",[]
5a8f47a55542997ba9cb3219,Which brand of canned cooked meat by Hormel Foods Corporation is used to make a popular snack and lunch food in Hawaii?,Spam,bridge,hard,"hotpotqa_5a8f47a55542997ba9cb3219_6,hotpotqa_5a8f47a55542997ba9cb3219_2","[""Spam musubi"", ""Spam (food)""]",[]
5ab1ebff5542993be8fa9882,"Which plant genus has a longer common name, Myrtus or Eustoma?",Eustoma,comparison,hard,"hotpotqa_5ab1ebff5542993be8fa9882_4,hotpotqa_5ab1ebff5542993be8fa9882_7","[""Myrtus"", ""Eustoma""]",[]
5a7fd7305542992e7d278dc2,"What films were the basis for ""Family Guy"" and the character of Peter Griffith? ",The Life of Larry and Larry & Steve,bridge,hard,"hotpotqa_5a7fd7305542992e7d278dc2_1,hotpotqa_5a7fd7305542992e7d278dc2_5","[""Peter Griffin"", ""The Life of Larry and Larry &amp; Steve""]",[]
5abb8aaf5542993f40c73b1c,In what city did Jennifer Paige Chambers appear with the creator of the characters Jiminy Glick and Ed Grimley?,Los Angeles,bridge,hard,"hotpotqa_5abb8aaf5542993f40c73b1c_3,hotpotqa_5abb8aaf5542993f40c73b1c_6","[""Jennifer Paige Chambers"", ""Martin Short""]",[]
5abba584554299642a094afa,How many yards did the nephew of Ivory Lee Brown get during his 2004 true freshman season?,"1,925 yards",bridge,hard,"hotpotqa_5abba584554299642a094afa_5,hotpotqa_5abba584554299642a094afa_4","[""Ivory Lee Brown"", ""Adrian Peterson""]",[]
5a804510554299485f5985af,"Belle & Sebastian: The Adventure Continues is the sequel to the 2013 film ""Belle and Sebastian"", a French adventure film directed by who?",Nicolas Vanier,bridge,hard,"hotpotqa_5a804510554299485f5985af_3,hotpotqa_5a804510554299485f5985af_2","[""Belle &amp; Sebastian: The Adventure Continues"", ""Belle and Sebastian (film)""]",[]
5abb11c15542992ccd8e7ef8,Selena Quintanilla-Pérez's assistant and head of her fan club will be eligible for parole on what date?,"March 30, 2025",bridge,hard,"hotpotqa_5abb11c15542992ccd8e7ef8_9,hotpotqa_5abb11c15542992ccd8e7ef8_6","[""Mirador de la Flor"", ""Yolanda Sald\u00edvar""]",[]
5ae376a35542990afbd1e163,Are Peter Balakian and James Der Derian both teachers?,yes,comparison,hard,"hotpotqa_5ae376a35542990afbd1e163_4,hotpotqa_5ae376a35542990afbd1e163_2","[""Peter Balakian"", ""James Der Derian""]",[]
5adc5b875542996e68525328,In which St. Louis Cardinal season did a player born in 1972 blow ten saves before undergoing season-ending hip surgery?,2006 season,bridge,hard,"hotpotqa_5adc5b875542996e68525328_7,hotpotqa_5adc5b875542996e68525328_3","[""2006 St. Louis Cardinals season"", ""Jason Isringhausen""]",[]
5ae6b6065542991bbc976168,"Out of the actors who have played the role of Luc Deveraux in the Universal Soldier franchise, which actor has also starred in the movies Holby City, Doctor Strange, the Bourne Ultimatum and Zero Dark Thirty?",Scott Adkins,bridge,hard,"hotpotqa_5ae6b6065542991bbc976168_1,hotpotqa_5ae6b6065542991bbc976168_8","[""Universal Soldier (franchise)"", ""Scott Adkins""]",[]
5a79d2fe5542994f819ef0c3,"Who was born first, Aleksandr Ivanovsky or Arthur Lubin?",Aleksandr Ivanovsky,comparison,hard,"hotpotqa_5a79d2fe5542994f819ef0c3_4,hotpotqa_5a79d2fe5542994f819ef0c3_1","[""Aleksandr Ivanovsky"", ""Arthur Lubin""]",[]
5ab38cdd5542992ade7c6de2,Liverpool nurse Mimi Smith was the aunt and guardian of which one of the city's most famous sons?,John Lennon,bridge,hard,"hotpotqa_5ab38cdd5542992ade7c6de2_1,hotpotqa_5ab38cdd5542992ade7c6de2_7","[""Nowhere Boy"", ""Mimi Smith""]",[]
5ae73d235542991e8301cc29,What production company co-owned by Kevin Loader and Rodger Michell produced My Cousin Rachel?,Free Range Films,bridge,hard,"hotpotqa_5ae73d235542991e8301cc29_5,hotpotqa_5ae73d235542991e8301cc29_4","[""Kevin Loader"", ""My Cousin Rachel (2017 film)""]",[]
5a7a33205542996a35c1712f,"Out of two American colonies that had a series of skirmishes and raids between 1701 and 1765 at the disputed border, which British proprietary colony became a royal colony on the northeast coast of North America?",Province of New York,bridge,hard,"hotpotqa_5a7a33205542996a35c1712f_7,hotpotqa_5a7a33205542996a35c1712f_2","[""New York \u2013 New Jersey Line War"", ""Province of New York""]",[]
5a799dfb5542994bb9457029,Former race car driver Jeff Wood made his CART debut at which 1983 Nissan/Datsun-sponsored race?,Caesars Palace Grand Prix,bridge,hard,"hotpotqa_5a799dfb5542994bb9457029_1,hotpotqa_5a799dfb5542994bb9457029_2","[""Jeff Wood (racing driver)"", ""Caesars Palace Grand Prix""]",[]
5a71095e5542994082a3e4f3,What is the name of Bruce Willis's character in Unbreakable?,David Dunn,bridge,hard,"hotpotqa_5a71095e5542994082a3e4f3_9,hotpotqa_5a71095e5542994082a3e4f3_2","[""Unbreakable (film)"", ""David Dunn (character)""]",[]
5aba77be55429955dce3ee44,How many degrees and minutes south of the equator are the bone fragments of the extinct Ascension night heron found?,7°56',bridge,hard,"hotpotqa_5aba77be55429955dce3ee44_9,hotpotqa_5aba77be55429955dce3ee44_4","[""Ascension night heron"", ""Ascension Island""]",[]
5a8af94455429971feec45b6,Jon S. Cardin is the nephew of a senator who has been in office since when ?,since 2007,bridge,hard,"hotpotqa_5a8af94455429971feec45b6_7,hotpotqa_5a8af94455429971feec45b6_5","[""Jon S. Cardin"", ""Ben Cardin""]",[]
