join_key,dataset,provider,subject,answer_format,question_chars,question_tokens,intermediate_chars,choice_count,avg_choice_chars,max_choice_chars,max_choice_jaccard,avg_choice_question_overlap,named_entity_count,date_number_count,legal_term_count,multi_hop_cue_count,top1_correct,top1_calls,top1_latency_sec,top1_input_tokens,top1_output_tokens,top1_gold_retrieved,top1_evidence_count,top1_max_ce_score,top1_parse_ok,top1_ce_top1,top1_ce_top2,top1_ce_top5,top1_ce_top1_top2_margin,top1_ce_top1_top5_margin,top1_ce_score_entropy,top1_unique_source_count,top1_source_diversity,top1_retrieved_chars,top1_question_evidence_overlap,top1_choice_evidence_overlap_max,top1_choice_evidence_overlap_margin,top1_gold_rank,top1_top1_state_match,top1_any_state_match,top1_all_state_match,top1_state_match_frac,top1_unique_retrieved_states,top1_state_diversity,top5_correct,top5_calls,top5_latency_sec,top5_input_tokens,top5_output_tokens,top5_gold_retrieved,top5_evidence_count,top5_max_ce_score,top5_parse_ok,top5_ce_top1,top5_ce_top2,top5_ce_top5,top5_ce_top1_top2_margin,top5_ce_top1_top5_margin,top5_ce_score_entropy,top5_unique_source_count,top5_source_diversity,top5_retrieved_chars,top5_question_evidence_overlap,top5_choice_evidence_overlap_max,top5_choice_evidence_overlap_margin,top5_gold_rank,top5_top1_state_match,top5_any_state_match,top5_all_state_match,top5_state_match_frac,top5_unique_retrieved_states,top5_state_diversity,top10_correct,top10_calls,top10_latency_sec,top10_input_tokens,top10_output_tokens,top10_gold_retrieved,top10_evidence_count,top10_max_ce_score,top10_parse_ok,top10_ce_top1,top10_ce_top2,top10_ce_top5,top10_ce_top1_top2_margin,top10_ce_top1_top5_margin,top10_ce_score_entropy,top10_unique_source_count,top10_source_diversity,top10_retrieved_chars,top10_question_evidence_overlap,top10_choice_evidence_overlap_max,top10_choice_evidence_overlap_margin,top10_gold_rank,top10_top1_state_match,top10_any_state_match,top10_all_state_match,top10_state_match_frac,top10_unique_retrieved_states,top10_state_diversity,two_call_correct,two_call_calls,two_call_latency_sec,two_call_input_tokens,two_call_output_tokens,two_call_gold_retrieved,two_call_evidence_count,two_call_max_ce_score,two_call_parse_ok,two_call_ce_top1,two_call_ce_top2,two_call_ce_top5,two_call_ce_top1_top2_margin,two_call_ce_top1_top5_margin,two_call_ce_score_entropy,two_call_unique_source_count,two_call_source_diversity,two_call_retrieved_chars,two_call_question_evidence_overlap,two_call_choice_evidence_overlap_max,two_call_choice_evidence_overlap_margin,two_call_gold_rank,two_call_top1_state_match,two_call_any_state_match,two_call_all_state_match,two_call_state_match_frac,two_call_unique_retrieved_states,two_call_state_diversity,oracle_accuracy_arm,oracle_reward_arm,oracle_any_correct,oracle_correct_count
1984,housing,or-gemma4-26b,Idaho,yes_no,82,16,0,0,0.0,0,0.0,0.0,1,0,2,1,0,1.0,3.3,269,554,0,1,1.112585,,1.112585,0.0,0.0,1.112585,1.112585,0.0,1,1.0,816,0.307692,0.0,0.0,0,0,0,0,0.0,1,1.0,1,1.0,12.1,1116,483,0,5,2.237623,,2.237623,1.862533,0.643418,0.37509,1.594205,0.895288,1,0.2,4638,0.615385,0.0,0.0,0,0,0,0,0.0,5,1.0,0,1.0,6.9,2400,621,0,10,2.237624,,2.237624,1.910915,1.112585,0.326709,1.125039,0.887497,1,0.1,10710,0.769231,0.0,0.0,0,0,0,0,0.0,10,1.0,0,2.0,31.6,2205,788,0,5,0.385903,1,0.385903,-0.122288,-0.721736,0.50819,1.107639,0.950415,1,0.2,7629,0.666667,0.0,0.0,0,1,1,1,1.0,1,0.2,top5,top5,1,1
1997,housing,or-gemma4-26b,Illinois,yes_no,85,15,0,0,0.0,0,0.0,0.0,1,0,2,0,1,1.0,11.2,363,457,0,1,-0.963054,,-0.963054,0.0,0.0,-0.963054,-0.963054,0.0,1,1.0,1227,0.363636,0.0,0.0,0,0,0,0,0.0,1,1.0,1,1.0,10.6,1213,456,0,5,0.795987,,0.795987,0.723989,-0.087169,0.071998,0.883156,0.963767,1,0.2,4866,0.454545,0.0,0.0,0,0,0,0,0.0,5,1.0,1,1.0,10.3,3965,547,0,10,2.242362,,2.242362,1.75591,0.443982,0.486452,1.798379,0.803025,1,0.1,17232,0.636364,0.0,0.0,0,0,1,0,0.1,10,1.0,1,2.0,15.9,1176,776,0,5,1.846429,1,1.846429,0.978215,0.279955,0.868214,1.566474,0.868827,1,0.2,3569,0.409091,0.0,0.0,0,0,0,0,0.0,5,1.0,top10,top10,1,4
201,housing,or-gemma4-26b,Rhode Island,yes_no,138,26,0,0,0.0,0,0.0,0.0,1,0,2,1,0,1.0,3.9,454,374,0,1,5.458728,,5.458728,0.0,0.0,5.458728,5.458728,0.0,1,1.0,1496,0.681818,0.0,0.0,0,0,0,0,0.0,1,1.0,1,1.0,9.3,1566,485,1,5,5.875949,,5.875949,5.458729,3.971604,0.417221,1.904346,0.838587,1,0.2,6059,0.772727,0.0,0.0,1,1,1,0,0.2,5,1.0,1,1.0,5.7,6534,285,1,10,5.875949,,5.875949,5.458728,3.971601,0.417222,1.904348,0.78294,1,0.1,28500,0.909091,0.0,0.0,1,1,1,0,0.2,9,0.9,0,2.0,53.2,2042,661,1,5,2.276045,1,2.276045,1.922999,1.113804,0.353046,1.162241,0.936699,1,0.2,7034,0.666667,0.0,0.0,2,0,1,0,0.4,4,0.8,top10,top10,1,2
2048,housing,or-gemma4-26b,Massachusetts,yes_no,61,12,0,0,0.0,0,0.0,0.0,1,0,2,0,0,1.0,27.9,290,631,0,1,3.036346,,3.036346,0.0,0.0,3.036346,3.036346,0.0,1,1.0,932,0.444444,0.0,0.0,0,0,0,0,0.0,1,1.0,0,1.0,4.5,1401,562,0,5,5.311011,,5.311011,3.036344,1.451004,2.274668,3.860008,0.375478,1,0.2,6005,0.666667,0.0,0.0,0,0,1,0,0.2,5,1.0,0,1.0,8.2,2867,431,0,10,5.311013,,5.311013,4.079095,2.738692,1.231917,2.57232,0.644638,1,0.1,12916,0.666667,0.0,0.0,0,0,0,0,0.0,9,0.9,0,2.0,13.5,2568,709,0,5,0.365708,1,0.365708,-0.056491,-0.478428,0.422199,0.844137,0.965511,1,0.2,11108,0.6,0.0,0.0,0,1,1,0,0.6,3,0.6,top5,top5,0,0
2084,housing,or-gemma4-26b,Montana,yes_no,61,12,0,0,0.0,0,0.0,0.0,1,0,2,0,1,1.0,9.7,290,344,0,1,3.036346,,3.036346,0.0,0.0,3.036346,3.036346,0.0,1,1.0,932,0.444444,0.0,0.0,0,0,0,0,0.0,1,1.0,1,1.0,7.4,1401,602,0,5,5.311011,,5.311011,3.036344,1.451004,2.274668,3.860008,0.375478,1,0.2,6005,0.666667,0.0,0.0,0,0,1,0,0.2,5,1.0,1,1.0,3.6,2867,409,0,10,5.311013,,5.311013,4.079095,2.738692,1.231917,2.57232,0.644638,1,0.1,12916,0.666667,0.0,0.0,0,0,1,0,0.1,9,0.9,1,2.0,27.3,4435,714,0,5,7.049922,1,7.049922,6.865366,6.226486,0.184556,0.823436,0.966629,1,0.2,18751,0.65,0.0,0.0,0,0,0,0,0.0,5,1.0,top10,top10,1,4
2093,housing,or-gemma4-26b,Nebraska,yes_no,61,12,0,0,0.0,0,0.0,0.0,1,0,2,0,0,1.0,15.7,290,423,0,1,3.036346,,3.036346,0.0,0.0,3.036346,3.036346,0.0,1,1.0,932,0.444444,0.0,0.0,0,0,0,0,0.0,1,1.0,0,1.0,8.2,1401,364,0,5,5.311011,,5.311011,3.036344,1.451004,2.274668,3.860008,0.375478,1,0.2,6005,0.666667,0.0,0.0,0,0,0,0,0.0,5,1.0,1,1.0,111.0,2867,635,0,10,5.311013,,5.311013,4.079095,2.738692,1.231917,2.57232,0.644638,1,0.1,12916,0.666667,0.0,0.0,0,0,0,0,0.0,9,0.9,0,2.0,6.6,1381,592,0,5,6.142704,1,6.142704,5.521554,4.877407,0.62115,1.265297,0.927948,1,0.2,4724,0.35,0.0,0.0,0,0,0,0,0.0,5,1.0,top10,top10,1,1
2219,housing,or-gemma4-26b,Texas,yes_no,61,12,0,0,0.0,0,0.0,0.0,1,0,2,0,1,1.0,6.7,290,595,0,1,3.036346,,3.036346,0.0,0.0,3.036346,3.036346,0.0,1,1.0,932,0.444444,0.0,0.0,0,0,0,0,0.0,1,1.0,1,1.0,165.2,1401,511,0,5,5.311011,,5.311011,3.036344,1.451004,2.274668,3.860008,0.375478,1,0.2,6005,0.666667,0.0,0.0,0,0,0,0,0.0,5,1.0,1,1.0,40.6,2867,1097,0,10,5.311013,,5.311013,4.079095,2.738692,1.231917,2.57232,0.644638,1,0.1,12916,0.666667,0.0,0.0,0,0,0,0,0.0,9,0.9,1,2.0,20.1,2494,1207,0,5,2.127525,1,2.127525,1.567182,0.303107,0.560344,1.824419,0.87874,1,0.2,10030,0.7,0.0,0.0,0,0,0,0,0.0,5,1.0,top1,top1,1,4
2225,housing,or-gemma4-26b,Texas,yes_no,83,14,0,0,0.0,0,0.0,0.0,1,0,3,0,1,1.0,4.5,313,590,0,1,1.726736,,1.726736,0.0,0.0,1.726736,1.726736,0.0,1,1.0,902,0.5,0.0,0.0,0,0,0,0,0.0,1,1.0,1,1.0,5.6,1800,552,0,5,3.008196,,3.008196,2.337107,-0.237547,0.671089,3.245744,0.725897,1,0.2,7618,0.8,0.0,0.0,0,0,0,0,0.0,5,1.0,1,1.0,5.6,4753,426,0,10,3.008196,,3.008196,2.337106,0.901299,0.671091,2.106897,0.754512,1,0.1,21140,0.9,0.0,0.0,0,0,0,0,0.0,10,1.0,1,2.0,9.3,974,952,0,5,4.773331,1,4.773331,4.719628,4.020756,0.053703,0.752575,0.981121,1,0.2,2813,0.333333,0.0,0.0,0,0,0,0,0.0,4,0.8,top1,top1,1,4
2303,housing,or-gemma4-26b,Connecticut,yes_no,65,10,0,0,0.0,0,0.0,0.0,1,0,1,0,0,1.0,1.9,204,327,0,1,2.120265,,2.120265,0.0,0.0,2.120265,2.120265,0.0,1,1.0,380,0.333333,0.0,0.0,0,0,0,0,0.0,1,1.0,0,1.0,5.9,799,390,0,5,6.422722,,6.422722,5.298676,2.120267,1.124045,4.302455,0.510623,1,0.2,2974,0.333333,0.0,0.0,0,0,0,0,0.0,5,1.0,0,1.0,20.9,1648,540,0,10,6.422722,,6.422722,5.298676,3.031733,1.124045,3.390989,0.532985,1,0.1,6779,0.555556,0.0,0.0,0,0,0,0,0.0,8,0.8,0,2.0,8.8,1398,966,0,5,3.694925,1,3.694925,1.564457,-0.337426,2.130468,4.032351,0.505587,1,0.2,4507,0.4,0.0,0.0,0,0,0,0,0.0,4,0.8,top1,top1,0,0
244,housing,or-gemma4-26b,Delaware,yes_no,84,12,0,0,0.0,0,0.0,0.0,1,0,0,0,1,1.0,4.0,241,343,0,1,-0.680181,,-0.680181,0.0,0.0,-0.680181,-0.680181,0.0,1,1.0,536,0.272727,0.0,0.0,0,0,0,0,0.0,1,1.0,1,1.0,10.8,1190,347,0,5,0.482265,,0.482265,0.412449,-2.604682,0.069817,3.086947,0.807628,1,0.2,4019,0.545455,0.0,0.0,0,0,0,0,0.0,4,0.8,1,1.0,16.6,1621,337,0,10,1.556956,,1.556956,0.678797,0.20413,0.878159,1.352826,0.790527,1,0.1,5745,0.727273,0.0,0.0,0,0,0,0,0.0,7,0.7,1,2.0,9.7,906,653,0,5,3.80347,1,3.80347,3.146771,1.494618,0.656699,2.308852,0.760074,1,0.2,2338,0.333333,0.0,0.0,0,0,1,0,0.4,3,0.6,top1,top1,1,4
2498,housing,or-gemma4-26b,Tennessee,yes_no,60,10,0,0,0.0,0,0.0,0.0,1,0,2,0,1,1.0,4.6,197,228,1,1,5.800867,,5.800867,0.0,0.0,5.800867,5.800867,0.0,1,1.0,545,0.555556,0.0,0.0,1,1,1,1,1.0,1,1.0,0,1.0,16.1,855,937,1,5,5.800867,,5.800867,5.701389,5.235816,0.099478,0.565051,0.986188,1,0.2,3432,0.666667,0.0,0.0,1,1,1,0,0.2,5,1.0,1,1.0,14.1,1625,545,1,10,5.921321,,5.921321,5.800867,5.406155,0.120454,0.515166,0.98301,1,0.1,6926,0.666667,0.0,0.0,2,0,1,0,0.1,10,1.0,1,2.0,12.6,1258,677,1,5,3.192848,1,3.192848,1.685846,1.08982,1.507003,2.103028,0.736305,1,0.2,4014,0.5,0.0,0.0,5,0,1,0,0.2,5,1.0,top1,top1,1,3
2527,housing,or-gemma4-26b,Washington,yes_no,69,11,0,0,0.0,0,0.0,0.0,1,0,1,0,1,1.0,6.0,280,434,0,1,6.950394,,6.950394,0.0,0.0,6.950394,6.950394,0.0,1,1.0,692,0.666667,0.0,0.0,0,0,0,0,0.0,1,1.0,1,1.0,14.0,897,805,0,5,6.950394,,6.950394,6.298339,6.107693,0.652054,0.8427,0.965605,1,0.2,3643,0.777778,0.0,0.0,0,0,0,0,0.0,5,1.0,1,1.0,12.7,1632,972,0,10,6.950394,,6.950394,6.29834,6.107693,0.652054,0.8427,0.968108,1,0.1,6809,0.888889,0.0,0.0,0,0,0,0,0.0,10,1.0,1,2.0,28.1,1331,881,0,5,2.609538,1,2.609538,1.695149,1.542214,0.914389,1.067324,0.933427,1,0.2,4295,0.45,0.0,0.0,0,0,0,0,0.0,4,0.8,top1,top1,1,4
2544,housing,or-gemma4-26b,Alabama,yes_no,71,13,0,0,0.0,0,0.0,0.0,1,0,1,0,0,1.0,4.0,201,354,0,1,3.541127,,3.541127,0.0,0.0,3.541127,3.541127,0.0,1,1.0,336,0.636364,0.0,0.0,0,0,0,0,0.0,1,1.0,0,1.0,6.8,4802,428,0,5,3.541129,,3.541129,0.106196,-2.895879,3.434933,6.437008,0.153446,1,0.2,22351,0.818182,0.0,0.0,0,0,0,0,0.0,5,1.0,0,1.0,6.0,15268,390,0,10,3.541129,,3.541129,0.88766,-1.977873,2.653469,5.519001,0.220831,1,0.1,70039,0.909091,0.0,0.0,0,0,0,0,0.0,9,0.9,0,2.0,18.4,8503,863,0,5,5.272359,1,5.272359,4.940472,3.014876,0.331887,2.257483,0.825898,1,0.2,37713,0.761905,0.0,0.0,0,0,0,0,0.0,5,1.0,top1,top1,0,0
2604,housing,or-gemma4-26b,California,yes_no,71,13,0,0,0.0,0,0.0,0.0,1,0,1,0,0,1.0,6.5,201,394,0,1,3.541127,,3.541127,0.0,0.0,3.541127,3.541127,0.0,1,1.0,336,0.636364,0.0,0.0,0,0,0,0,0.0,1,1.0,0,1.0,5.4,4802,454,0,5,3.541129,,3.541129,0.106196,-2.895879,3.434933,6.437008,0.153446,1,0.2,22351,0.818182,0.0,0.0,0,0,0,0,0.0,5,1.0,0,1.0,7.3,15268,783,0,10,3.541129,,3.541129,0.88766,-1.977873,2.653469,5.519001,0.220831,1,0.1,70039,0.909091,0.0,0.0,0,0,0,0,0.0,9,0.9,0,2.0,53.2,7855,669,0,5,3.976245,1,3.976245,3.523786,2.876466,0.452459,1.099778,0.958359,1,0.2,33859,0.761905,0.0,0.0,0,0,0,0,0.0,5,1.0,top5,top5,0,0
2677,housing,or-gemma4-26b,Florida,yes_no,211,35,0,0,0.0,0,0.0,0.0,2,0,1,0,1,1.0,40.0,5285,518,0,1,0.55849,,0.55849,0.0,0.0,0.55849,0.55849,0.0,1,1.0,22966,0.90625,0.0,0.0,0,0,0,0,0.0,1,1.0,1,1.0,5.3,7690,641,0,5,0.797092,,0.797092,0.558489,0.255356,0.238603,0.541736,0.98945,1,0.2,32615,0.96875,0.0,0.0,0,0,0,0,0.0,5,1.0,1,1.0,10.0,14963,417,1,10,0.797093,,0.797093,0.558489,0.255356,0.238603,0.541737,0.9337,1,0.1,67056,0.96875,0.0,0.0,8,0,1,0,0.1,10,1.0,1,2.0,14.5,9572,823,1,5,6.175696,1,6.175696,6.02507,5.232697,0.150627,0.942999,0.96069,1,0.2,40521,0.829268,0.0,0.0,4,0,1,0,0.2,5,1.0,top5,top5,1,4
273,housing,or-gemma4-26b,Oregon,yes_no,84,12,0,0,0.0,0,0.0,0.0,1,0,0,0,1,1.0,5.3,241,316,0,1,-0.680181,,-0.680181,0.0,0.0,-0.680181,-0.680181,0.0,1,1.0,536,0.272727,0.0,0.0,0,0,0,0,0.0,1,1.0,0,1.0,14.4,1190,681,0,5,0.482265,,0.482265,0.412449,-2.604682,0.069817,3.086947,0.807628,1,0.2,4019,0.545455,0.0,0.0,0,0,0,0,0.0,4,0.8,1,1.0,4.6,1621,443,0,10,1.556956,,1.556956,0.678797,0.20413,0.878159,1.352826,0.790527,1,0.1,5745,0.727273,0.0,0.0,0,0,0,0,0.0,7,0.7,1,2.0,40.1,1013,770,0,5,2.987252,1,2.987252,2.935556,1.879477,0.051696,1.107776,0.965817,1,0.2,2530,0.333333,0.0,0.0,0,0,1,0,0.2,4,0.8,top10,top10,1,3
275,housing,or-gemma4-26b,Rhode Island,yes_no,84,12,0,0,0.0,0,0.0,0.0,1,0,0,0,0,1.0,4.6,242,299,0,1,-0.680181,,-0.680181,0.0,0.0,-0.680181,-0.680181,0.0,1,1.0,536,0.272727,0.0,0.0,0,0,0,0,0.0,1,1.0,0,1.0,10.9,1191,608,0,5,0.482265,,0.482265,0.412449,-2.604682,0.069817,3.086947,0.807628,1,0.2,4019,0.545455,0.0,0.0,0,0,0,0,0.0,4,0.8,1,1.0,3.5,1622,446,0,10,1.556956,,1.556956,0.678797,0.20413,0.878159,1.352826,0.790527,1,0.1,5745,0.727273,0.0,0.0,0,0,0,0,0.0,7,0.7,1,2.0,12.0,1263,568,0,5,0.336088,1,0.336088,-0.665933,-1.744255,1.002021,2.080343,0.869208,1,0.2,4043,0.409091,0.0,0.0,0,0,1,0,0.4,4,0.8,top10,top10,1,2
2835,housing,or-gemma4-26b,Louisiana,yes_no,69,12,0,0,0.0,0,0.0,0.0,1,0,1,0,0,1.0,1.4,427,221,0,1,3.678813,,3.678813,0.0,0.0,3.678813,3.678813,0.0,1,1.0,1529,0.545455,0.0,0.0,0,0,0,0,0.0,1,1.0,0,1.0,6.0,2387,348,0,5,5.268384,,5.268384,5.103703,2.822723,0.16468,2.445661,0.776336,1,0.2,10724,0.818182,0.0,0.0,0,0,0,0,0.0,3,0.6,0,1.0,21.6,3613,1996,0,10,5.268384,,5.268384,5.103702,2.822722,0.164681,2.445662,0.643624,1,0.1,15866,0.909091,0.0,0.0,0,0,0,0,0.0,5,0.5,0,2.0,111.8,1206,895,0,5,2.092034,1,2.092034,1.661966,0.766378,0.430068,1.325655,0.947809,1,0.2,3554,0.409091,0.0,0.0,0,0,0,0,0.0,5,1.0,top1,top1,0,0
2945,housing,or-gemma4-26b,Nebraska,yes_no,66,12,0,0,0.0,0,0.0,0.0,1,0,1,0,0,1.0,9.2,196,637,0,1,3.89007,,3.89007,0.0,0.0,3.89007,3.89007,0.0,1,1.0,336,0.727273,0.0,0.0,0,0,0,0,0.0,1,1.0,0,1.0,10.4,8751,885,0,5,3.890072,,3.890072,2.942896,1.667472,0.947176,2.2226,0.837508,1,0.2,41420,0.909091,0.0,0.0,0,0,0,0,0.0,5,1.0,0,1.0,13.0,11544,788,0,10,3.890072,,3.890072,2.942895,1.667473,0.947176,2.222599,0.743304,1,0.1,53928,0.909091,0.0,0.0,0,0,0,0,0.0,8,0.8,0,2.0,20.2,6233,1431,0,5,3.827165,1,3.827165,3.194549,1.783526,0.632616,2.043639,0.850855,1,0.2,27083,0.772727,0.0,0.0,0,0,0,0,0.0,5,1.0,top1,top1,0,0
2976,housing,or-gemma4-26b,New Hampshire,yes_no,190,28,0,0,0.0,0,0.0,0.0,1,0,2,0,1,1.0,3.5,246,467,0,1,2.256343,,2.256343,0.0,0.0,2.256343,2.256343,0.0,1,1.0,578,0.318182,0.0,0.0,0,0,0,0,0.0,1,1.0,0,1.0,7.4,3409,433,0,5,5.92693,,5.92693,5.101144,3.782682,0.825787,2.144248,0.773402,1,0.2,15860,0.818182,0.0,0.0,0,0,0,0,0.0,4,0.8,0,1.0,17.2,6807,552,0,10,5.926931,,5.926931,5.101145,3.958215,0.825786,1.968717,0.777041,1,0.1,31986,0.863636,0.0,0.0,0,0,0,0,0.0,7,0.7,0,2.0,9.4,1704,558,0,5,4.337739,1,4.337739,4.006055,2.840559,0.331684,1.497181,0.917057,1,0.2,6212,0.5625,0.0,0.0,0,0,0,0,0.0,5,1.0,top1,top1,1,1
3,housing,or-gemma4-26b,Arizona,yes_no,64,9,0,0,0.0,0,0.0,0.0,1,0,0,0,1,1.0,4.2,158,205,0,1,1.193793,,1.193793,0.0,0.0,1.193793,1.193793,0.0,1,1.0,195,0.125,0.0,0.0,0,0,0,0,0.0,1,1.0,1,1.0,8.0,774,447,0,5,1.193794,,1.193794,-2.331671,-5.94842,3.525465,7.142214,0.155361,1,0.2,2638,0.5,0.0,0.0,0,0,0,0,0.0,4,0.8,1,1.0,22.7,2519,961,0,10,1.557138,,1.557138,1.193794,-2.32482,0.363344,3.881958,0.457154,1,0.1,9965,0.75,0.0,0.0,0,0,0,0,0.0,7,0.7,1,2.0,10.4,666,524,0,5,3.8309,1,3.8309,3.545562,2.39526,0.285337,1.43564,0.932975,1,0.2,1382,0.388889,0.0,0.0,0,1,1,0,0.8,2,0.4,top1,top1,1,4
3006,housing,or-gemma4-26b,New Mexico,yes_no,190,28,0,0,0.0,0,0.0,0.0,1,0,2,0,1,1.0,6.4,246,439,0,1,2.256343,,2.256343,0.0,0.0,2.256343,2.256343,0.0,1,1.0,578,0.318182,0.0,0.0,0,0,0,0,0.0,1,1.0,0,1.0,80.7,3409,493,0,5,5.92693,,5.92693,5.101144,3.782682,0.825787,2.144248,0.773402,1,0.2,15860,0.818182,0.0,0.0,0,0,0,0,0.0,4,0.8,0,1.0,11.3,6807,640,0,10,5.926931,,5.926931,5.101145,3.958215,0.825786,1.968717,0.777041,1,0.1,31986,0.863636,0.0,0.0,0,0,0,0,0.0,7,0.7,0,2.0,24.2,2210,742,0,5,5.129526,1,5.129526,4.578411,4.001514,0.551116,1.128012,0.945371,1,0.2,7716,0.53125,0.0,0.0,0,0,0,0,0.0,5,1.0,top1,top1,1,1
3036,housing,or-gemma4-26b,North Carolina,yes_no,190,28,0,0,0.0,0,0.0,0.0,1,0,2,0,1,1.0,3.8,246,396,0,1,2.256343,,2.256343,0.0,0.0,2.256343,2.256343,0.0,1,1.0,578,0.318182,0.0,0.0,0,0,0,0,0.0,1,1.0,0,1.0,4.7,3409,397,0,5,5.92693,,5.92693,5.101144,3.782682,0.825787,2.144248,0.773402,1,0.2,15860,0.818182,0.0,0.0,0,0,0,0,0.0,4,0.8,0,1.0,22.7,6807,1068,0,10,5.926931,,5.926931,5.101145,3.958215,0.825786,1.968717,0.777041,1,0.1,31986,0.863636,0.0,0.0,0,0,0,0,0.0,7,0.7,0,2.0,17.9,1933,744,0,5,5.105062,1,5.105062,3.807482,2.460436,1.297581,2.644627,0.679398,1,0.2,6894,0.5625,0.0,0.0,0,1,1,0,0.6,3,0.6,top1,top1,1,1
3158,housing,or-gemma4-26b,Rhode Island,yes_no,69,12,0,0,0.0,0,0.0,0.0,1,0,1,0,1,1.0,9.5,197,361,0,1,2.962383,,2.962383,0.0,0.0,2.962383,2.962383,0.0,1,1.0,336,0.727273,0.0,0.0,0,0,0,0,0.0,1,1.0,1,1.0,7.2,8174,662,1,5,2.962383,,2.962383,2.678582,1.072464,0.283801,1.88992,0.848406,1,0.2,38113,0.818182,0.0,0.0,3,0,1,0,0.2,5,1.0,1,1.0,8.1,16734,561,1,10,2.975883,,2.975883,2.962384,1.890099,0.013499,1.085783,0.81529,1,0.1,75087,0.909091,0.0,0.0,4,0,1,0,0.1,9,0.9,1,2.0,5.4,11736,506,1,5,4.155977,1,4.155977,3.009579,0.622639,1.146398,3.533337,0.608636,1,0.2,52065,0.782609,0.0,0.0,4,1,1,0,0.6,3,0.6,top5,top5,1,4
3213,housing,or-gemma4-26b,Texas,yes_no,57,11,0,0,0.0,0,0.0,0.0,1,0,1,0,0,1.0,7.0,2526,325,0,1,0.812106,,0.812106,0.0,0.0,0.812106,0.812106,0.0,1,1.0,11688,0.7,0.0,0.0,0,0,0,0,0.0,1,1.0,0,1.0,20.0,7091,418,0,5,0.812106,,0.812106,-0.510635,-2.054778,1.322741,2.866884,0.608008,1,0.2,33028,0.9,0.0,0.0,0,0,0,0,0.0,5,1.0,0,1.0,33.9,14601,1316,0,10,1.955524,,1.955524,1.649592,0.422493,0.305933,1.533032,0.745296,1,0.1,67659,0.9,0.0,0.0,0,0,0,0,0.0,9,0.9,0,2.0,12.8,6836,1021,0,5,6.333446,1,6.333446,6.183978,4.828213,0.149468,1.505233,0.902799,1,0.2,29140,0.714286,0.0,0.0,0,0,0,0,0.0,5,1.0,top1,top1,0,0
3245,housing,or-gemma4-26b,Utah,yes_no,66,12,0,0,0.0,0,0.0,0.0,1,0,1,0,1,1.0,2.5,196,288,0,1,3.89007,,3.89007,0.0,0.0,3.89007,3.89007,0.0,1,1.0,336,0.727273,0.0,0.0,0,0,0,0,0.0,1,1.0,1,1.0,24.5,8751,1119,0,5,3.890072,,3.890072,2.942896,1.667472,0.947176,2.2226,0.837508,1,0.2,41420,0.909091,0.0,0.0,0,0,0,0,0.0,5,1.0,1,1.0,5.9,11544,600,1,10,3.890072,,3.890072,2.942895,1.667473,0.947176,2.222599,0.743304,1,0.1,53928,0.909091,0.0,0.0,10,0,1,0,0.1,8,0.8,1,2.0,10.1,6327,600,0,5,2.766988,1,2.766988,2.414852,1.425441,0.352135,1.341547,0.904609,1,0.2,27150,0.727273,0.0,0.0,0,0,0,0,0.0,5,1.0,top1,top1,1,4
3249,housing,or-gemma4-26b,Utah,yes_no,71,13,0,0,0.0,0,0.0,0.0,1,0,1,0,0,1.0,5.3,201,282,0,1,3.541127,,3.541127,0.0,0.0,3.541127,3.541127,0.0,1,1.0,336,0.636364,0.0,0.0,0,0,0,0,0.0,1,1.0,0,1.0,13.7,4802,461,0,5,3.541129,,3.541129,0.106196,-2.895879,3.434933,6.437008,0.153446,1,0.2,22351,0.818182,0.0,0.0,0,0,0,0,0.0,5,1.0,0,1.0,5.4,15268,540,0,10,3.541129,,3.541129,0.88766,-1.977873,2.653469,5.519001,0.220831,1,0.1,70039,0.909091,0.0,0.0,0,0,0,0,0.0,9,0.9,0,2.0,11.6,7433,670,0,5,3.571726,1,3.571726,3.11332,1.050617,0.458406,2.521109,0.836513,1,0.2,32016,0.809524,0.0,0.0,0,0,1,0,0.6,3,0.6,top1,top1,0,0
3262,housing,or-gemma4-26b,Vermont,yes_no,211,35,0,0,0.0,0,0.0,0.0,2,0,1,0,1,1.0,10.9,5285,513,0,1,0.55849,,0.55849,0.0,0.0,0.55849,0.55849,0.0,1,1.0,22966,0.90625,0.0,0.0,0,0,0,0,0.0,1,1.0,1,1.0,5.1,7690,421,0,5,0.797092,,0.797092,0.558489,0.255356,0.238603,0.541736,0.98945,1,0.2,32615,0.96875,0.0,0.0,0,0,0,0,0.0,5,1.0,1,1.0,6.9,14963,325,0,10,0.797093,,0.797093,0.558489,0.255356,0.238603,0.541737,0.9337,1,0.1,67056,0.96875,0.0,0.0,0,0,0,0,0.0,10,1.0,1,2.0,14.7,6760,815,0,5,5.464847,1,5.464847,4.882335,4.342966,0.582512,1.121881,0.927318,1,0.2,28884,0.707317,0.0,0.0,0,0,0,0,0.0,5,1.0,top5,top5,1,4
