idx,question,answer,answer_aliases,answerable,gold_idx,gold_titles,support_para_idxs,hop_count
2hop__2148_78851,Which professional sports team does not play their home games at the same location where the Amateur Boxing Golden Gloves event is held?,Brooklyn Nets NBA,"[""Brooklyn""]",1,"musique_2hop__2148_78851_13,musique_2hop__2148_78851_19","[""New York City"", ""Sports in the New York metropolitan area""]","[13, 19]",2
2hop__744371_78851,Which New York City team does not host NBA games at the site where Jimmy Carter was nominated for president?,Brooklyn Nets NBA,"[""Brooklyn""]",1,"musique_2hop__744371_78851_2,musique_2hop__744371_78851_7","[""Sports in the New York metropolitan area"", ""1976 Democratic National Convention""]","[2, 7]",2
2hop__7906_78851,Which professional sports team would you not see play a home game where Jim Foster came up with the idea for arena football?,Brooklyn Nets NBA,"[""Brooklyn""]",1,"musique_2hop__7906_78851_6,musique_2hop__7906_78851_9","[""Sports in the New York metropolitan area"", ""Arena Football League""]","[6, 9]",2
2hop__840174_78851,which professional sports team would you not see play a home game in the venue that held the 2004 Republican National Convention?,Brooklyn Nets NBA,"[""Brooklyn""]",1,"musique_2hop__840174_78851_10,musique_2hop__840174_78851_11","[""Sports in the New York metropolitan area"", ""2004 Republican National Convention""]","[10, 11]",2
2hop__2150_78851,Which professional sports team would you not see play a home game in where the Amateur Boxing Golden Gloves takes place?,Brooklyn Nets NBA,"[""Brooklyn""]",1,"musique_2hop__2150_78851_0,musique_2hop__2150_78851_3","[""Sports in the New York metropolitan area"", ""New York City""]","[0, 3]",2
2hop__161915_78851,which professional sports team would you not see play a home game in the arena where the last place Cream performed?,Brooklyn Nets NBA,"[""Brooklyn""]",1,"musique_2hop__161915_78851_16,musique_2hop__161915_78851_19","[""Eric Clapton"", ""Sports in the New York metropolitan area""]","[16, 19]",2
2hop__730788_72813,Who does the Girlfriend performer play in The Wire?,a Western District uniformed officer,[],1,"musique_2hop__730788_72813_9,musique_2hop__730788_72813_19","[""Girlfriend (Bobby Brown song)"", ""Police of The Wire""]","[9, 19]",2
2hop__808562_72813,Who does the performer of Don't Be Cruel play in the wire?,a Western District uniformed officer,[],1,"musique_2hop__808562_72813_5,musique_2hop__808562_72813_6","[""Police of The Wire"", ""Don't Be Cruel (Bobby Brown song)""]","[5, 6]",2
2hop__683203_72813,Who does the performer of Don't Be Cruel play in the wire?,a Western District uniformed officer,[],1,"musique_2hop__683203_72813_1,musique_2hop__683203_72813_7","[""Police of The Wire"", ""Don't Be Cruel (album)""]","[1, 7]",2
2hop__96414_159054,What was the story of the character from The Bourne Ultimatum based on?,the novel of the same name by Robert Ludlum,"[""Robert Ludlum""]",1,"musique_2hop__96414_159054_5,musique_2hop__96414_159054_17","[""The Bourne Ultimatum (film)"", ""The Bourne Ultimatum""]","[5, 17]",2
2hop__747306_72813,"In The Wire, who is played by the Go for Broke cast member?",a Western District uniformed officer,[],1,"musique_2hop__747306_72813_3,musique_2hop__747306_72813_7","[""Police of The Wire"", ""Go for Broke (2002 film)""]","[3, 7]",2
2hop__96411_159054,What was the story of the character from The Bourne Deception based on?,the novel of the same name by Robert Ludlum,"[""Robert Ludlum""]",1,"musique_2hop__96411_159054_3,musique_2hop__96411_159054_18","[""The Bourne Deception"", ""The Bourne Ultimatum (film)""]","[3, 18]",2
2hop__532383_768138,Who is the brother of the Nothin' My Love Can't Fix performer?,Matthew Lawrence,[],1,"musique_2hop__532383_768138_3,musique_2hop__532383_768138_10","[""Nothin' My Love Can't Fix"", ""Pulse (1988 film)""]","[3, 10]",2
2hop__96410_47902,Who is the actor who plays the title character in The Bourne Betrayal?,Matt Damon,[],1,"musique_2hop__96410_47902_13,musique_2hop__96410_47902_17","[""The Bourne Legacy (film)"", ""The Bourne Betrayal""]","[13, 17]",2
2hop__96414_47902,Who is the actor who plays the title character of The Bourne Ultimatum?,Matt Damon,[],1,"musique_2hop__96414_47902_6,musique_2hop__96414_47902_17","[""The Bourne Legacy (film)"", ""The Bourne Ultimatum""]","[6, 17]",2
2hop__96411_47902,Who plays the main character of The Bourne Deception?,Matt Damon,[],1,"musique_2hop__96411_47902_9,musique_2hop__96411_47902_12","[""The Bourne Deception"", ""The Bourne Legacy (film)""]","[9, 12]",2
2hop__96410_159054,What was the story that included the character from The Bourne Betrayal based on?,the novel of the same name by Robert Ludlum,"[""Robert Ludlum""]",1,"musique_2hop__96410_159054_4,musique_2hop__96410_159054_18","[""The Bourne Ultimatum (film)"", ""The Bourne Betrayal""]","[4, 18]",2
2hop__81825_49084,Who plays the character that took the sword out of the stone in once upon a time?,Liam Thomas Garrigan,"[""Liam Garrigan""]",1,"musique_2hop__81825_49084_0,musique_2hop__81825_49084_10","[""Liam Garrigan"", ""Excalibur""]","[0, 10]",2
2hop__10620_79092,"The volcano, named after the legendary King featured in Historia Regum Britanniae, last erupted when?",lava samples have been dated at 341 to 335 million years old,[],1,"musique_2hop__10620_79092_12,musique_2hop__10620_79092_18","[""Middle Ages"", ""Arthur's Seat""]","[12, 18]",2
2hop__10620_49084,Who plays the legendary figure featured in Historia Regum Britanniae in the show Once Upon a Time?,Liam Thomas Garrigan,"[""Liam Garrigan""]",1,"musique_2hop__10620_49084_2,musique_2hop__10620_49084_18","[""Middle Ages"", ""Liam Garrigan""]","[2, 18]",2
2hop__460091_405771,What taxa is Ommatidae part of?,Coleoptera,"[""beetles"", ""beetle"", ""Beetle""]",1,"musique_2hop__460091_405771_10,musique_2hop__460091_405771_19","[""Ommatidae"", ""Myxophaga""]","[10, 19]",2
2hop__14078_49084,Who plays the person with the same name as he who was caught by surprise in Once Upon a Time?,Liam Thomas Garrigan,"[""Liam Garrigan""]",1,"musique_2hop__14078_49084_6,musique_2hop__14078_49084_18","[""John, King of England"", ""Liam Garrigan""]","[6, 18]",2
2hop__820739_250752,Who is the sibling of the screenwriter of War of the Coprophages?,Glen Morgan,[],1,"musique_2hop__820739_250752_14,musique_2hop__820739_250752_16","[""War of the Coprophages"", ""Blood (The X-Files)""]","[14, 16]",2
2hop__2299_1783,Who was New York's mayor during the book's historical period?,Fiorello La Guardia,[],1,"musique_2hop__2299_1783_0,musique_2hop__2299_1783_19","[""To Kill a Mockingbird"", ""New York City""]","[0, 19]",2
2hop__58168_38663,What was the percentage that the Dow Jones fell when the US had the highest unemployment rate?,54.7%,[],1,"musique_2hop__58168_38663_1,musique_2hop__58168_38663_9","[""Tanzania"", ""Unemployment in the United States""]","[1, 9]",2
2hop__58168_1783,Who was the mayor of New York during the time when the US had its highest unemployment rate?,Fiorello La Guardia,[],1,"musique_2hop__58168_1783_6,musique_2hop__58168_1783_13","[""Unemployment in the United States"", ""New York City""]","[6, 13]",2
2hop__2299_38663,What percentage did the Dow Jones fall in the historical era where the book takes place?,54.7%,[],1,"musique_2hop__2299_38663_6,musique_2hop__2299_38663_18","[""Tanzania"", ""To Kill a Mockingbird""]","[6, 18]",2
2hop__158275_35739,When was one internet browser's version of Windows 8 made accessible?,September 2013,[],1,"musique_2hop__158275_35739_7,musique_2hop__158275_35739_19","[""Windows 8"", ""Selenium (software)""]","[7, 19]",2
2hop__612719_6455,What was the resulting browser of the group that owns Mozilla Messaging?,Firefox,"[""Firefox web browser"", ""Mozilla Firefox""]",1,"musique_2hop__612719_6455_1,musique_2hop__612719_6455_19","[""Mozilla Messaging"", ""Web browser""]","[1, 19]",2
2hop__141456_6455,What was the resulting browser for the company Mozilla Messaging is a part of?,Firefox,"[""Firefox web browser"", ""Mozilla Firefox""]",1,"musique_2hop__141456_6455_9,musique_2hop__141456_6455_14","[""Mozilla Messaging"", ""Web browser""]","[9, 14]",2
2hop__544760_35739,When was the version of the browser that GNU IceCat is based on made accessible on Windows 8?,September 2013,[],1,"musique_2hop__544760_35739_5,musique_2hop__544760_35739_10","[""Windows 8"", ""GNU IceCat""]","[5, 10]",2
2hop__486392_35739,When was the version of Windows 8 from the company that Iceweasel was based on made accessible?,September 2013,[],1,"musique_2hop__486392_35739_5,musique_2hop__486392_35739_10","[""Windows 8"", ""GNU IceCat""]","[5, 10]",2
2hop__816977_6455,The developer of Mozilla Sunbird created which browser?,Firefox,"[""Firefox web browser"", ""Mozilla Firefox""]",1,"musique_2hop__816977_6455_13,musique_2hop__816977_6455_15","[""Web browser"", ""Mozilla Sunbird""]","[13, 15]",2
2hop__829474_123956,On what date was the battle where Muhammad Shobran was born?,15 February 1942,[],1,"musique_2hop__829474_123956_6,musique_2hop__829474_123956_19","[""Muhammad Shobran"", ""Battle of Palembang""]","[6, 19]",2
2hop__765180_123956,When did the Battle at Choo Hoey's birthplace end?,15 February 1942,[],1,"musique_2hop__765180_123956_7,musique_2hop__765180_123956_14","[""Battle of Palembang"", ""Choo Hoey""]","[7, 14]",2
2hop__520033_123956,On what date did Battle of the birth place of Denny Januar Ali end?,15 February 1942,[],1,"musique_2hop__520033_123956_2,musique_2hop__520033_123956_17","[""Denny Januar Ali"", ""Battle of Palembang""]","[2, 17]",2
2hop__748615_123956,On what date did Battle of the birth place of Marzuki Alie end?,15 February 1942,[],1,"musique_2hop__748615_123956_5,musique_2hop__748615_123956_10","[""Battle of Palembang"", ""Marzuki Alie""]","[5, 10]",2
2hop__37656_160040,Who is the guy defending this stuff from the highest authority in Protestantism for morals?,Josh McDowell,[],1,"musique_2hop__37656_160040_12,musique_2hop__37656_160040_18","[""Criticism of Christianity"", ""Protestantism""]","[12, 18]",2
2hop__242753_658778,What group is the creator of Judith and the Head of Holofernes a member of?,Vienna Secession,[],1,"musique_2hop__242753_658778_13,musique_2hop__242753_658778_14","[""Gustav Klimt"", ""Judith and the Head of Holofernes""]","[13, 14]",2
2hop__22885_160040,"Who is the guy defending stuff from the religious scripture that fits into a large, loose definition of legal literature?",Josh McDowell,[],1,"musique_2hop__22885_160040_4,musique_2hop__22885_160040_8","[""Criticism of Christianity"", ""Literature""]","[4, 8]",2
2hop__22885_36240,"What specific part of the religious scripture that can be fit into a large, loose definition of legal literature does this document reference for Mary?",Genesis 3:15,[],1,"musique_2hop__22885_36240_1,musique_2hop__22885_36240_13","[""Literature"", ""Immaculate Conception""]","[1, 13]",2
2hop__829358_754719,What administrative territorial entity does Darley Ramon Torres's place of birth located?,Minas Gerais,[],1,"musique_2hop__829358_754719_9,musique_2hop__829358_754719_10","[""Chico Xavier"", ""Darley Ramon Torres""]","[9, 10]",2
2hop__37656_36240,What specific part of the document that is the highest authority in Protestantism for morals reference Mary?,Genesis 3:15,[],1,"musique_2hop__37656_36240_5,musique_2hop__37656_36240_6","[""Protestantism"", ""Immaculate Conception""]","[5, 6]",2
2hop__61714_80069,When does Pam and the person Pam marries on The Office get together?,in the fourth season,[],1,"musique_2hop__61714_80069_9,musique_2hop__61714_80069_15","[""Pam Beesly"", ""Pam Beesly""]","[9, 15]",2
2hop__61714_52026,What episode in the office did Pam get married to her spouse?,``Niagara '',"[""Niagara""]",1,"musique_2hop__61714_52026_17,musique_2hop__61714_52026_18","[""Niagara (The Office)"", ""Pam Beesly""]","[17, 18]",2
2hop__752214_639679,Who is the spouse of the author of Queen of the Elephants?,Clio Goldsmith,[],1,"musique_2hop__752214_639679_6,musique_2hop__752214_639679_13","[""Queen of the Elephants"", ""Clio Goldsmith""]","[6, 13]",2
2hop__61714_42553,"In The Office, Pam get's together with her husband in which episode?","the season finale, ``The Job, ''",[],1,"musique_2hop__61714_42553_16,musique_2hop__61714_42553_17","[""Pam Beesly"", ""Pam Beesly""]","[16, 17]",2
2hop__61714_89309,What was the date that Pam got married in The Office?,"October 8, 2009",[],1,"musique_2hop__61714_89309_0,musique_2hop__61714_89309_1","[""Niagara (The Office)"", ""Pam Beesly""]","[0, 1]",2
2hop__61714_64633,In what episode of The Office does Dwight save Pam's husband from Roy?,``The Negotiation '',"[""Negotiation"", ""negotiation""]",1,"musique_2hop__61714_64633_7,musique_2hop__61714_64633_8","[""The Negotiation"", ""Pam Beesly""]","[7, 8]",2
2hop__61714_53995,When do Pam and Pam's spouse on The Office end up together?,"during the highly anticipated, hour long episode, ``Niagara ''",[],1,"musique_2hop__61714_53995_0,musique_2hop__61714_53995_9","[""Pam Beesly"", ""Pam Beesly""]","[0, 9]",2
2hop__135993_160249,In which years did the war with the person who the Ioannina National Airport is name after occur?,323–272 BC,[],1,"musique_2hop__135993_160249_8,musique_2hop__135993_160249_13","[""Ioannina National Airport"", ""Hieronymus of Cardia""]","[8, 13]",2
2hop__34595_160249,In which years did the war with the military leader from which the term Pyrrhic victory comes occur?,323–272 BC,[],1,"musique_2hop__34595_160249_2,musique_2hop__34595_160249_10","[""Hieronymus of Cardia"", ""Roman Republic""]","[2, 10]",2
2hop__265989_531490,Who is the mother of the screenwriter of WarGames?,Jane Greer,[],1,"musique_2hop__265989_531490_13,musique_2hop__265989_531490_18","[""Lawrence Lasker"", ""WarGames""]","[13, 18]",2
2hop__846921_160249,What years was Aeacides of Epirus's child at war?,323–272 BC,[],1,"musique_2hop__846921_160249_8,musique_2hop__846921_160249_13","[""Hieronymus of Cardia"", ""Phthia of Epirus""]","[8, 13]",2
2hop__136067_160249,Between which years did war with the person for whom Pyrrhic victory is named occur?,323–272 BC,[],1,"musique_2hop__136067_160249_7,musique_2hop__136067_160249_9","[""Pyrrhic victory"", ""Hieronymus of Cardia""]","[7, 9]",2
2hop__557284_160249,Which years did the war with Antigone's spouse occur?,323–272 BC,[],1,"musique_2hop__557284_160249_10,musique_2hop__557284_160249_19","[""Hieronymus of Cardia"", ""Ptolemy (son of Pyrrhus)""]","[10, 19]",2
2hop__34594_160249,Between which years was the war with the person who suffered a great amount of losses battling the Roman army?,323–272 BC,[],1,"musique_2hop__34594_160249_0,musique_2hop__34594_160249_9","[""Hieronymus of Cardia"", ""Roman Republic""]","[0, 9]",2
2hop__32887_235620,Who fathered Emperor Ai of the Chinese dynasty with the oldest remaining wooden buildings?,Emperor Zhaozong of Tang,"[""Li Jie"", ""Li Ye""]",1,"musique_2hop__32887_235620_5,musique_2hop__32887_235620_11","[""Han dynasty"", ""Empress He (Tang dynasty)""]","[5, 11]",2
2hop__6735_6733,To what division does the language that comprises the standard pronunciation of Catalan belong?,Eastern block,[],1,"musique_2hop__6735_6733_1,musique_2hop__6735_6733_14","[""Catalan language"", ""Catalan language""]","[1, 14]",2
2hop__32887_578772,What is the dynasty the oldest wooden buildings in China be dated to an example of?,Chinese surname,"[""surname""]",1,"musique_2hop__32887_578772_14,musique_2hop__32887_578772_17","[""Han dynasty"", ""T\u00e1ng (surname)""]","[14, 17]",2
2hop__6750_6733,To what division of languages does one with an innovative form belong?,Eastern block,[],1,"musique_2hop__6750_6733_5,musique_2hop__6750_6733_11","[""Catalan language"", ""Catalan language""]","[5, 11]",2
2hop__215896_460425,What is the location of formation of the film company distributing The Boss?,Fort Lee,[],1,"musique_2hop__215896_460425_13,musique_2hop__215896_460425_18","[""The Boss (1915 film)"", ""World Film Company""]","[13, 18]",2
2hop__6736_6733,To what division does the place where the most speakers are found belong?,Eastern block,[],1,"musique_2hop__6736_6733_11,musique_2hop__6736_6733_12","[""Catalan language"", ""Catalan language""]","[11, 12]",2
2hop__323534_810083,Where was the author of Marcinkus born?,Scranton,"[""Scranton, Pennsylvania""]",1,"musique_2hop__323534_810083_0,musique_2hop__323534_810083_17","[""Marcinkus"", ""Tom Flannery""]","[0, 17]",2
2hop__223655_463572,"What record label released the debut album of the artist behind the 1993 album ""Let There be Love"".",MGM Records,"[""MGM""]",1,"musique_2hop__223655_463572_15,musique_2hop__223655_463572_16","[""Let There Be Love (1993 Joni James album)"", ""Let There Be Love (1953 Joni James album)""]","[15, 16]",2
2hop__44590_510545,Who is the spouse of the person who voices Jarvis in Iron Man?,Jennifer Connelly,[],1,"musique_2hop__44590_510545_2,musique_2hop__44590_510545_15","[""Paul Bettany"", ""A Beautiful Mind (soundtrack)""]","[2, 15]",2
2hop__80860_510545,Who is the spouse of the person who voices Jarvis in the Avengers Age of Ultron?,Jennifer Connelly,[],1,"musique_2hop__80860_510545_3,musique_2hop__80860_510545_13","[""Paul Bettany"", ""A Beautiful Mind (soundtrack)""]","[3, 13]",2
2hop__72487_510545,Who is the spouse of the actor that plays vision in avengers age of ultron?,Jennifer Connelly,[],1,"musique_2hop__72487_510545_6,musique_2hop__72487_510545_10","[""A Beautiful Mind (soundtrack)"", ""Paul Bettany""]","[6, 10]",2
2hop__68322_510545,Who is the spouse of the actor that plays Jarvis in the Avengers Age of Ultron?,Jennifer Connelly,[],1,"musique_2hop__68322_510545_11,musique_2hop__68322_510545_16","[""A Beautiful Mind (soundtrack)"", ""Paul Bettany""]","[11, 16]",2
2hop__73719_510545,Who is the spouse of the actor who plays Jarvis in Iron Man?,Jennifer Connelly,[],1,"musique_2hop__73719_510545_12,musique_2hop__73719_510545_19","[""A Beautiful Mind (soundtrack)"", ""Paul Bettany""]","[12, 19]",2
2hop__29893_29905,How many mandatory transmitters of the owner and operator of most CBC TV stations were updated before the deadline?,only about half,[],1,"musique_2hop__29893_29905_2,musique_2hop__29893_29905_16","[""CBC Television"", ""CBC Television""]","[2, 16]",2
2hop__80673_510545,Who is the spouse of the actor who plays Vision in the new Avengers movie?,Jennifer Connelly,[],1,"musique_2hop__80673_510545_2,musique_2hop__80673_510545_14","[""A Beautiful Mind (soundtrack)"", ""Paul Bettany""]","[2, 14]",2
2hop__29893_29898,Which affiliate left the company that owns and operates most of the CBC television stations due to an agreement with CHBC?,CFJC-TV in Kamloops,"[""Kamloops""]",1,"musique_2hop__29893_29898_15,musique_2hop__29893_29898_16","[""CBC Television"", ""CBC Television""]","[15, 16]",2
2hop__50432_56873,When did the team that won the 1959 fa cup final beating luton town 2-1 win the fa cup?,1898 and 1959,[],1,"musique_2hop__50432_56873_6,musique_2hop__50432_56873_9","[""1959 FA Cup Final"", ""Nottingham Forest F.C.""]","[6, 9]",2
2hop__806869_56873,When did Andrea Silenzi's team win the FA cup?,1898 and 1959,[],1,"musique_2hop__806869_56873_8,musique_2hop__806869_56873_10","[""Andrea Silenzi"", ""Nottingham Forest F.C.""]","[8, 10]",2
2hop__442175_56873,When did the team that Jamie Ward is a member of win the FA Cup?,1898 and 1959,[],1,"musique_2hop__442175_56873_7,musique_2hop__442175_56873_12","[""Jamie Ward"", ""Nottingham Forest F.C.""]","[7, 12]",2
2hop__95673_121319,Where did the person featured in the film Sammy Going South study or work?,American Academy of Dramatic Arts,"[""The City College of New York"", ""City College"", ""City College of New York""]",1,"musique_2hop__95673_121319_9,musique_2hop__95673_121319_17","[""Sammy Going South"", ""Edward G. Robinson""]","[9, 17]",2
2hop__327688_56873,When did the sports team that Craig Westcarr played for win the fa cup?,1898 and 1959,[],1,"musique_2hop__327688_56873_14,musique_2hop__327688_56873_15","[""Craig Westcarr"", ""Nottingham Forest F.C.""]","[14, 15]",2
2hop__337223_56873,When did Mark Crossley's team win the FA cup?,1898 and 1959,[],1,"musique_2hop__337223_56873_8,musique_2hop__337223_56873_11","[""Mark Crossley"", ""Nottingham Forest F.C.""]","[8, 11]",2
2hop__629030_56873,When did the 1979-80 European Cup winner win the FA Cup?,1898 and 1959,[],1,"musique_2hop__629030_56873_6,musique_2hop__629030_56873_11","[""1979\u201380 European Cup"", ""Nottingham Forest F.C.""]","[6, 11]",2
2hop__96177_62765,Who did the star of Dark Hazard play in The Ten Commandments?,Dathan,[],1,"musique_2hop__96177_62765_6,musique_2hop__96177_62765_15","[""Dark Hazard"", ""The Ten Commandments (1956 film)""]","[6, 15]",2
2hop__95673_62765,who did the leading actor in Sammy Going South play in the ten commandments?,Dathan,[],1,"musique_2hop__95673_62765_8,musique_2hop__95673_62765_18","[""The Ten Commandments (1956 film)"", ""Sammy Going South""]","[8, 18]",2
2hop__216959_204037,Who is part of the band which performed Cherchez le Garçon?,Daniel Darc,"[""Daniel Rozoum""]",1,"musique_2hop__216959_204037_16,musique_2hop__216959_204037_17","[""Cherchez le gar\u00e7on"", ""Daniel Darc""]","[16, 17]",2
2hop__96137_62765,Who did the cast member of The Woman in the Window play in the Ten Commendments?,Dathan,[],1,"musique_2hop__96137_62765_2,musique_2hop__96137_62765_19","[""The Ten Commandments (1956 film)"", ""The Woman in the Window""]","[2, 19]",2
2hop__96177_121319,Where did the star of Dark Hazard study?,American Academy of Dramatic Arts,"[""The City College of New York"", ""City College"", ""City College of New York""]",1,"musique_2hop__96177_121319_2,musique_2hop__96177_121319_4","[""Edward G. Robinson"", ""Dark Hazard""]","[2, 4]",2
2hop__96137_121319,Where did the actor in The Woman in the Window study or work?,American Academy of Dramatic Arts,"[""The City College of New York"", ""City College"", ""City College of New York""]",1,"musique_2hop__96137_121319_7,musique_2hop__96137_121319_11","[""Edward G. Robinson"", ""The Woman in the Window""]","[7, 11]",2
2hop__249867_557232,Which country is the Desert Forest Golf Club located in?,Maricopa County,"[""Maricopa County, Arizona""]",1,"musique_2hop__249867_557232_3,musique_2hop__249867_557232_12","[""Desert Forest Golf Club"", ""Carefree, Arizona""]","[3, 12]",2
2hop__59133_512508,What undertaking included the person who discovered that the number of protons in each element's atoms is unique?,Manhattan Project,[],1,"musique_2hop__59133_512508_4,musique_2hop__59133_512508_15","[""Atomic number"", ""James Chadwick""]","[4, 15]",2
2hop__85993_512508,What was the person who discovered that nuclei of atoms contained neutrons with no charge a participant in?,Manhattan Project,[],1,"musique_2hop__85993_512508_9,musique_2hop__85993_512508_13","[""Neutron"", ""James Chadwick""]","[9, 13]",2
2hop__92900_512508,The person credited with the discovery of the neutron is a participant in what project?,Manhattan Project,[],1,"musique_2hop__92900_512508_5,musique_2hop__92900_512508_19","[""James Chadwick"", ""Discovery of the neutron""]","[5, 19]",2
2hop__122565_37168,Where does the university that Mohamed Abu Hamed attended rank according to the QS World University Rankings?,551-600,[],1,"musique_2hop__122565_37168_14,musique_2hop__122565_37168_19","[""Egypt"", ""Mohamed Abu Hamed""]","[14, 19]",2
2hop__60001_512508,What did the person who discovered that all atoms of an element have the same number of protons participate in?,Manhattan Project,[],1,"musique_2hop__60001_512508_8,musique_2hop__60001_512508_18","[""Atomic number"", ""James Chadwick""]","[8, 18]",2
2hop__75781_512508,What was the person who provided evidence to suggest the existence of the neutron a participant of?,Manhattan Project,[],1,"musique_2hop__75781_512508_11,musique_2hop__75781_512508_18","[""James Chadwick"", ""Discovery of the neutron""]","[11, 18]",2
2hop__90773_715759,What was the inventor of the atomic bomb trigger a participant in?,Manhattan Project,[],1,"musique_2hop__90773_715759_10,musique_2hop__90773_715759_18","[""Dayton Project"", ""Robert Serber""]","[10, 18]",2
2hop__159816_37168,According to QS World University Rankings where does the university where Hawass graduated rank?,551-600,[],1,"musique_2hop__159816_37168_4,musique_2hop__159816_37168_16","[""Zahi Hawass"", ""Egypt""]","[4, 16]",2
2hop__122140_37168,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,[],1,"musique_2hop__122140_37168_0,musique_2hop__122140_37168_15","[""Egypt"", ""Hala El Badry""]","[0, 15]",2
2hop__815205_590407,Where is the headquarters of the organization that the Office of Science Education is a part of?,Bethesda,[],1,"musique_2hop__815205_590407_2,musique_2hop__815205_590407_7","[""William A. Gahl"", ""Office of Science Education""]","[2, 7]",2
2hop__403580_37168,"According to QS World University Rankings, what is the ranking of the place that employed Said Ashour?",551-600,[],1,"musique_2hop__403580_37168_12,musique_2hop__403580_37168_15","[""Egypt"", ""Said Ashour""]","[12, 15]",2
2hop__121386_37168,"According to QS World University Rankings, where does the college that Ibrahim Shihata attended rank?",551-600,[],1,"musique_2hop__121386_37168_8,musique_2hop__121386_37168_12","[""Egypt"", ""Ibrahim Shihata""]","[8, 12]",2
2hop__41158_35124,How many books were said to have been written by the person who proposed explanations for the origins of earthquakes and the formation of mountains?,450,[],1,"musique_2hop__41158_35124_5,musique_2hop__41158_35124_7","[""Geology"", ""Muslim world""]","[5, 7]",2
2hop__703767_37168,Where does the employer of Hasan Hanafi rank according to QS World University Rankings?,551-600,[],1,"musique_2hop__703767_37168_4,musique_2hop__703767_37168_8","[""Hassan Hanafi"", ""Egypt""]","[4, 8]",2
2hop__23459_35123,What was the lifespan of the most influential figure in Islamic philosophy?,980–1037,[],1,"musique_2hop__23459_35123_4,musique_2hop__23459_35123_17","[""History of science"", ""Muslim world""]","[4, 17]",2
2hop__462179_643013,"What shares a border with the administrative territorial entity Radwanice, Polkowice County is located in?",Gmina Gaworzyce,[],1,"musique_2hop__462179_643013_11,musique_2hop__462179_643013_12","[""Radwanice, Polkowice County"", ""Przemk\u00f3w Landscape Park""]","[11, 12]",2
2hop__41158_35123,What was the lifespan of the person who proposed explanations for the origins of earthquakes and the formation of mountains?,980–1037,[],1,"musique_2hop__41158_35123_16,musique_2hop__41158_35123_17","[""Geology"", ""Muslim world""]","[16, 17]",2
2hop__41158_22946,Who said one of the greatest thinkers was the person who proposed explanations for the origins of earthquakes and the formation of mountains?,George Sarton,[],1,"musique_2hop__41158_22946_13,musique_2hop__41158_22946_19","[""Geology"", ""Avicenna""]","[13, 19]",2
2hop__23459_22946,Who said that the most influential figure in Islamic philosophy was one of the greatest thinkers?,George Sarton,[],1,"musique_2hop__23459_22946_3,musique_2hop__23459_22946_5","[""Avicenna"", ""History of science""]","[3, 5]",2
2hop__491195_265959,Who is the mother of the composer of Jag tror på sommaren?,Lena Olin,[],1,"musique_2hop__491195_265959_2,musique_2hop__491195_265959_12","[""Jag tror p\u00e5 sommaren"", ""Stig Olin""]","[2, 12]",2
2hop__23459_35124,How many books were said to be written by the most influential in Islamic philosophy?,450,[],1,"musique_2hop__23459_35124_4,musique_2hop__23459_35124_6","[""History of science"", ""Muslim world""]","[4, 6]",2
2hop__862994_69048,Who is the chief judge at Gloria Kemasuode's birthplace?,Honorable Justice Abiodun Smith,[],1,"musique_2hop__862994_69048_10,musique_2hop__862994_69048_14","[""Gloria Kemasuode"", ""Rosaline Bozimo""]","[10, 14]",2
2hop__204493_69048,Who is the chief judge of Fred Aghogho Brume's birthplace?,Honorable Justice Abiodun Smith,[],1,"musique_2hop__204493_69048_7,musique_2hop__204493_69048_10","[""Rosaline Bozimo"", ""Fred Aghogho Brume""]","[7, 10]",2
2hop__562154_69048,Who is the Chief Judge in the place where DeltaWomen's headquarters in located?,Honorable Justice Abiodun Smith,[],1,"musique_2hop__562154_69048_3,musique_2hop__562154_69048_5","[""DeltaWomen"", ""Rosaline Bozimo""]","[3, 5]",2
2hop__226204_69048,Who is the chief judge of Friday Osanebi's birthplace?,Honorable Justice Abiodun Smith,[],1,"musique_2hop__226204_69048_18,musique_2hop__226204_69048_19","[""Friday Osanebi"", ""Rosaline Bozimo""]","[18, 19]",2
2hop__263638_69048,Who is the Chief Judge of the Tebesa Nemine's birthplace?,Honorable Justice Abiodun Smith,[],1,"musique_2hop__263638_69048_5,musique_2hop__263638_69048_17","[""Rosaline Bozimo"", ""Tebesa Nemine""]","[5, 17]",2
2hop__22431_16335,Ashkenazi Jews and the largest single groups of foreigners in 2010 may be genetically similar due to what two factors?,inter-marriage and conversions in the time of the Roman Empire,"[""Roman Empire""]",1,"musique_2hop__22431_16335_3,musique_2hop__22431_16335_18","[""Ashkenazi Jews"", ""Switzerland""]","[3, 18]",2
2hop__333020_69048,Who is the Chief Judge of the place where Orezi was born?,Honorable Justice Abiodun Smith,[],1,"musique_2hop__333020_69048_4,musique_2hop__333020_69048_17","[""Rosaline Bozimo"", ""Orezi""]","[4, 17]",2
2hop__6870_16335,What two factors might lead to genetic similarity between Ashkenazi Jews and the city's second largest ethnic group?,inter-marriage and conversions in the time of the Roman Empire,"[""Roman Empire""]",1,"musique_2hop__6870_16335_3,musique_2hop__6870_16335_13","[""Ashkenazi Jews"", ""Boston""]","[3, 13]",2
